par_cz,par_czname,par_state,par_stateabbrv,kid_count,inventor,top5cit,inventor_cat_1,inventor_cat_2,inventor_cat_3,inventor_cat_4,inventor_cat_5,inventor_cat_6,inventor_cat_7,top5cit_cat_1,top5cit_cat_2,top5cit_cat_3,top5cit_cat_4,top5cit_cat_5,top5cit_cat_6,top5cit_cat_7,kid_count_g_m,inventor_g_m,top5cit_g_m,inventor_cat_1_g_m,inventor_cat_2_g_m,inventor_cat_3_g_m,inventor_cat_4_g_m,inventor_cat_5_g_m,inventor_cat_6_g_m,inventor_cat_7_g_m,top5cit_cat_1_g_m,top5cit_cat_2_g_m,top5cit_cat_3_g_m,top5cit_cat_4_g_m,top5cit_cat_5_g_m,top5cit_cat_6_g_m,top5cit_cat_7_g_m,kid_count_g_f,inventor_g_f,top5cit_g_f,inventor_cat_1_g_f,inventor_cat_2_g_f,inventor_cat_3_g_f,inventor_cat_4_g_f,inventor_cat_5_g_f,inventor_cat_6_g_f,inventor_cat_7_g_f,top5cit_cat_1_g_f,top5cit_cat_2_g_f,top5cit_cat_3_g_f,top5cit_cat_4_g_f,top5cit_cat_5_g_f,top5cit_cat_6_g_f,top5cit_cat_7_g_f,kid_count_pq_1,inventor_pq_1,top5cit_pq_1,inventor_cat_1_pq_1,inventor_cat_2_pq_1,inventor_cat_3_pq_1,inventor_cat_4_pq_1,inventor_cat_5_pq_1,inventor_cat_6_pq_1,inventor_cat_7_pq_1,top5cit_cat_1_pq_1,top5cit_cat_2_pq_1,top5cit_cat_3_pq_1,top5cit_cat_4_pq_1,top5cit_cat_5_pq_1,top5cit_cat_6_pq_1,top5cit_cat_7_pq_1,kid_count_pq_2,inventor_pq_2,top5cit_pq_2,inventor_cat_1_pq_2,inventor_cat_2_pq_2,inventor_cat_3_pq_2,inventor_cat_4_pq_2,inventor_cat_5_pq_2,inventor_cat_6_pq_2,inventor_cat_7_pq_2,top5cit_cat_1_pq_2,top5cit_cat_2_pq_2,top5cit_cat_3_pq_2,top5cit_cat_4_pq_2,top5cit_cat_5_pq_2,top5cit_cat_6_pq_2,top5cit_cat_7_pq_2,kid_count_pq_3,inventor_pq_3,top5cit_pq_3,inventor_cat_1_pq_3,inventor_cat_2_pq_3,inventor_cat_3_pq_3,inventor_cat_4_pq_3,inventor_cat_5_pq_3,inventor_cat_6_pq_3,inventor_cat_7_pq_3,top5cit_cat_1_pq_3,top5cit_cat_2_pq_3,top5cit_cat_3_pq_3,top5cit_cat_4_pq_3,top5cit_cat_5_pq_3,top5cit_cat_6_pq_3,top5cit_cat_7_pq_3,kid_count_pq_4,inventor_pq_4,top5cit_pq_4,inventor_cat_1_pq_4,inventor_cat_2_pq_4,inventor_cat_3_pq_4,inventor_cat_4_pq_4,inventor_cat_5_pq_4,inventor_cat_6_pq_4,inventor_cat_7_pq_4,top5cit_cat_1_pq_4,top5cit_cat_2_pq_4,top5cit_cat_3_pq_4,top5cit_cat_4_pq_4,top5cit_cat_5_pq_4,top5cit_cat_6_pq_4,top5cit_cat_7_pq_4,kid_count_pq_5,inventor_pq_5,top5cit_pq_5,inventor_cat_1_pq_5,inventor_cat_2_pq_5,inventor_cat_3_pq_5,inventor_cat_4_pq_5,inventor_cat_5_pq_5,inventor_cat_6_pq_5,inventor_cat_7_pq_5,top5cit_cat_1_pq_5,top5cit_cat_2_pq_5,top5cit_cat_3_pq_5,top5cit_cat_4_pq_5,top5cit_cat_5_pq_5,top5cit_cat_6_pq_5,top5cit_cat_7_pq_5
2200,"South Boston","Virginia","VA",8528,.0007036,0,0,.0001173,0,.0002345,.0001173,.0001173,.0001173,0,0,0,0,0,0,0,4244,.0011781,0,0,0,0,.0004713,.0002356,.0002356,.0002356,0,0,0,0,0,0,0,4284,.0002334,0,0,.0002334,0,0,0,0,0,0,0,0,0,0,0,0,2517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2438,.0008203,0,0,0,0,.0004102,0,0,.0004102,0,0,0,0,0,0,0,1729,.0011567,0,0,.0005784,0,0,.0005784,0,0,0,0,0,0,0,0,0,1265,.0007905,0,0,0,0,0,0,.0007905,0,0,0,0,0,0,0,0,579,.0017271,0,0,0,0,.0017271,0,0,0,0,0,0,0,0,0,0
2300,"Lynchburg","Virginia","VA",12421,.0009661,0,.0000805,.0004831,.0000805,.0000805,.000161,0,.0000805,0,0,0,0,0,0,0,6329,.00158,0,0,.000948,0,.000158,.000316,0,.000158,0,0,0,0,0,0,0,6091,.0003284,0,.0001642,0,.0001642,0,0,0,0,0,0,0,0,0,0,0,2297,.0004354,0,0,.0004354,0,0,0,0,0,0,0,0,0,0,0,0,2647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2833,.000353,0,0,.000353,0,0,0,0,0,0,0,0,0,0,0,0,2671,.0003744,0,0,.0003744,0,0,0,0,0,0,0,0,0,0,0,0,1973,.0045616,0,.0005068,.0015205,.0005068,.0005068,.0010137,0,.0005068,0,0,0,0,0,0,0
2400,"Richmond","Virginia","VA",59409,.0017674,.0001178,.000101,.0005891,.0001852,.0001683,.0002357,.0003366,.0001515,0,.0000337,.0000168,0,0,.0000337,.0000337,29711,.0027599,.0002019,.0001683,.0009088,.0002693,.0003366,.0003702,.0005385,.0001683,0,.0000673,.0000337,0,0,.0000673,.0000337,29691,.0007746,.0000337,.0000337,.0002694,.000101,0,.000101,.0001347,.0001347,0,0,0,0,0,0,.0000337,9729,.0005139,0,0,0,.0001028,0,0,.0003084,.0001028,0,0,0,0,0,0,0,10961,.0002737,0,0,.0001825,0,0,0,.0000912,0,0,0,0,0,0,0,0,10707,.0007472,0,0,.0001868,.0000934,0,.0002802,.0001868,0,0,0,0,0,0,0,0,12686,.0014189,.0000788,.0000788,.0003941,.0002365,.0002365,.0002365,.0000788,.0001577,0,.0000788,0,0,0,0,0,15326,.0046327,.0003915,.0003262,.0016965,.0003915,.0004567,.000522,.0008482,.0003915,0,.0000652,.0000652,0,0,.0001305,.0001305
2500,"Newport News","Virginia","VA",33704,.0015132,.0001187,.0001484,.0005637,.0002077,.0001484,.0002077,.000178,.0000593,.0000297,.0000593,0,0,.0000297,0,0,17000,.0024118,.0002353,.0002353,.0009412,.0002941,.0002353,.0003529,.0002941,.0000588,.0000588,.0001176,0,0,.0000588,0,0,16703,.0005987,0,.0000599,.0001796,.0001197,.0000599,.0000599,.0000599,.0000599,0,0,0,0,0,0,0,6611,.0001513,0,0,.0001513,0,0,0,0,0,0,0,0,0,0,0,0,6839,.0002924,0,0,0,0,0,.0001462,.0001462,0,0,0,0,0,0,0,0,7452,.0014761,0,.0002684,.000671,0,.0001342,.0001342,.0002684,0,0,0,0,0,0,0,0,7220,.001662,.0001385,.0004155,.000277,.0004155,.0001385,.000277,0,.0001385,.0001385,0,0,0,0,0,0,5582,.0044787,.0005374,0,.0019706,.0007166,.0005374,.0005374,.0005374,.0001791,0,.0003583,0,0,.0001791,0,0
2600,"Roanoke Rapids","North Carolina","NC",9231,.00065,0,0,.0002167,.0001083,0,.0001083,.0001083,.0001083,0,0,0,0,0,0,0,4610,.0008677,0,0,.0002169,.0002169,0,.0002169,.0002169,0,0,0,0,0,0,0,0,4621,.0004328,0,0,.0002164,0,0,0,0,.0002164,0,0,0,0,0,0,0,3741,.0002673,0,0,.0002673,0,0,0,0,0,0,0,0,0,0,0,0,2646,.0003779,0,0,0,0,0,0,0,.0003779,0,0,0,0,0,0,0,1405,.0014235,0,0,.0007117,0,0,.0007117,0,0,0,0,0,0,0,0,0,945,.0010582,0,0,0,0,0,0,.0010582,0,0,0,0,0,0,0,0,494,.0020243,0,0,0,.0020243,0,0,0,0,0,0,0,0,0,0,0
2700,"Gulfport","Mississippi","MS",28312,.0007064,.0000706,.0001766,.000106,.000106,.0000706,.0001413,.000106,0,.0000353,.0000353,0,0,0,0,0,14207,.0010558,.0000704,.0001408,.0002112,.0001408,.0001408,.0002112,.0002112,0,0,.0000704,0,0,0,0,0,14104,.0003545,.0000709,.0002127,0,.0000709,0,.0000709,0,0,.0000709,0,0,0,0,0,0,7659,.0002611,0,0,0,0,0,.0001306,.0001306,0,0,0,0,0,0,0,0,6892,.0002902,.0001451,.0002902,0,0,0,0,0,0,.0001451,0,0,0,0,0,0,6257,.0004795,0,.0001598,0,0,.0003196,0,0,0,0,0,0,0,0,0,0,4770,.0018868,0,.0002096,.0004193,.0006289,0,.0002096,.0004193,0,0,0,0,0,0,0,0,2734,.0014631,.0003658,.0003658,.0003658,0,0,.0007315,0,0,0,.0003658,0,0,0,0,0
2800,"Laurel","Mississippi","MS",7792,.0005133,0,.0001283,0,0,.0001283,0,.0002567,0,0,0,0,0,0,0,0,3981,.0010048,0,.0002512,0,0,.0002512,0,.0005024,0,0,0,0,0,0,0,0,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436,.0013928,0,0,0,0,.0006964,0,.0006964,0,0,0,0,0,0,0,0,945,.0010582,0,0,0,0,0,0,.0010582,0,0,0,0,0,0,0,0,509,.0019646,0,.0019646,0,0,0,0,0,0,0,0,0,0,0,0,0
2900,"Hattiesburg","Mississippi","MS",10375,.0003855,0,0,.0000964,.0000964,0,0,.0001928,0,0,0,0,0,0,0,0,5135,.0005842,0,0,.0001947,0,0,0,.0003895,0,0,0,0,0,0,0,0,5239,.0001909,0,0,0,.0001909,0,0,0,0,0,0,0,0,0,0,0,3619,.0002763,0,0,0,0,0,0,.0002763,0,0,0,0,0,0,0,0,2498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,.0030334,0,0,.0010111,.0010111,0,0,.0010111,0,0,0,0,0,0,0,0
3001,"Kosciusko","Mississippi","MS",3319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3002,"Yazoo City","Mississippi","MS",3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
3003,"Jackson","Mississippi","MS",37168,.0007533,0,.0000807,.000296,.0001076,.0000538,.0000269,.0001076,.0000807,0,0,0,0,0,0,0,18645,.0012872,0,.0001609,.0005363,.0001609,.0001073,.0000536,.0002145,.0000536,0,0,0,0,0,0,0,18513,.0002161,0,0,.000054,.000054,0,0,0,.000108,0,0,0,0,0,0,0,11751,.0001702,0,0,.0000851,0,0,0,0,.0000851,0,0,0,0,0,0,0,8980,.0003341,0,.0001114,.0002227,0,0,0,0,0,0,0,0,0,0,0,0,5906,.0006773,0,.0001693,0,.0003386,0,0,0,.0001693,0,0,0,0,0,0,0,5447,.0009179,0,0,.0005508,.0001836,0,0,0,.0001836,0,0,0,0,0,0,0,5084,.0027537,0,.0001967,.0009835,.0001967,.0003934,.0001967,.0007868,0,0,0,0,0,0,0,0
3101,"McComb","Mississippi","MS",7425,.0002694,0,0,.0001347,0,.0001347,0,0,0,0,0,0,0,0,0,0,3782,.0005288,0,0,.0002644,0,.0002644,0,0,0,0,0,0,0,0,0,0,3642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,.0005479,0,0,0,0,.0005479,0,0,0,0,0,0,0,0,0,0,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,.0023529,0,0,.0023529,0,0,0,0,0,0,0,0,0,0,0,0
3102,"Brookhaven","Mississippi","MS",3308,.0009069,0,0,.0006046,0,0,.0003023,0,0,0,0,0,0,0,0,0,1710,.0011696,0,0,.0005848,0,0,.0005848,0,0,0,0,0,0,0,0,0,1598,.0006258,0,0,.0006258,0,0,0,0,0,0,0,0,0,0,0,0,1123,.0008905,0,0,.0008905,0,0,0,0,0,0,0,0,0,0,0,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,.001626,0,0,.001626,0,0,0,0,0,0,0,0,0,0,0,0,475,.0021053,0,0,0,0,0,.0021053,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,"Jena","Louisiana","LA",1836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,"Natchez","Mississippi","MS",5248,.0001905,0,0,.0001905,0,0,0,0,0,0,0,0,0,0,0,0,2585,.0003868,0,0,.0003868,0,0,0,0,0,0,0,0,0,0,0,0,2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,.0024631,0,0,.0024631,0,0,0,0,0,0,0,0,0,0,0,0
3203,"Vicksburg","Mississippi","MS",6238,.0004809,0,.0001603,.0001603,0,0,0,.0001603,0,0,0,0,0,0,0,0,3076,.0009753,0,.0003251,.0003251,0,0,0,.0003251,0,0,0,0,0,0,0,0,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2381,.00042,0,.00042,0,0,0,0,0,0,0,0,0,0,0,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,763,.0013106,0,0,.0013106,0,0,0,0,0,0,0,0,0,0,0,0,661,.0015129,0,0,0,0,0,0,.0015129,0,0,0,0,0,0,0,0
3300,"New Orleans","Louisiana","LA",92264,.0012356,.0000434,.0000867,.0003143,.0001951,.0001084,.0001626,.000271,.0000975,0,0,0,.0000108,.0000217,0,.0000108,45766,.0021195,.0000656,.000153,.0005681,.0002622,.0001967,.0002841,.0005026,.000153,0,0,0,.0000219,.0000219,0,.0000219,46479,.0003658,.0000215,.0000215,.0000645,.0001291,.0000215,.000043,.000043,.000043,0,0,0,0,.0000215,0,0,28023,.0004282,0,0,.0000357,.0000714,0,.0001427,.0001784,0,0,0,0,0,0,0,0,20140,.0004965,0,.0000497,.000149,0,0,0,.0001986,.0000993,0,0,0,0,0,0,0,15024,.0008653,0,0,.0004659,.0001331,0,.0000666,0,.0001997,0,0,0,0,0,0,0,14332,.0013257,.0000698,.0001395,.0002093,.0002791,.0002791,.0000698,.0003489,0,0,0,0,0,.0000698,0,0,14745,.0040692,.0002035,.0003391,.0010173,.0006782,.0004069,.0006104,.000746,.0002713,0,0,0,.0000678,.0000678,0,.0000678
3400,"Houma","Louisiana","LA",20165,.0007935,0,.0000496,.0001488,0,.0000496,.0000496,.0004959,0,0,0,0,0,0,0,0,9942,.0015088,0,.0001006,.0003018,0,.0001006,.0001006,.0009053,0,0,0,0,0,0,0,0,10220,.0000978,0,0,0,0,0,0,.0000978,0,0,0,0,0,0,0,0,5157,.0001939,0,0,0,0,0,0,.0001939,0,0,0,0,0,0,0,0,4375,.0002286,0,0,0,0,0,0,.0002286,0,0,0,0,0,0,0,0,4416,.0009058,0,0,0,0,0,.0002264,.0006793,0,0,0,0,0,0,0,0,3985,.0007528,0,0,.0005019,0,.0002509,0,0,0,0,0,0,0,0,0,0,2232,.0031362,0,.000448,.000448,0,0,0,.0022401,0,0,0,0,0,0,0,0
3500,"Baton Rouge","Louisiana","LA",54918,.00122,.0000546,.0001275,.0002913,.0002731,.0000728,.0000728,.0003278,.0000546,0,.0000364,0,0,0,0,.0000182,27508,.0021085,.0001091,.0001454,.0004362,.0005089,.0001454,.0001454,.000618,.0001091,0,.0000727,0,0,0,0,.0000364,27371,.0003288,0,.0001096,.0001461,.0000365,0,0,.0000365,0,0,0,0,0,0,0,0,14620,.0002052,0,0,0,.0000684,.0000684,0,.0000684,0,0,0,0,0,0,0,0,11455,.0003492,0,.0000873,.0001746,0,0,0,.0000873,0,0,0,0,0,0,0,0,9316,.0008587,0,0,.0001073,.0004294,0,0,.0002147,.0001073,0,0,0,0,0,0,0,10150,.0015764,0,0,.0002956,.0004926,.0000985,.000197,.0004926,0,0,0,0,0,0,0,0,9377,.0038392,.0003199,.0006399,.0010664,.0005332,.0002133,.0002133,.0009598,.0002133,0,.0002133,0,0,0,0,.0001066
3600,"Alexandria","Louisiana","LA",13406,.0002984,0,.0000746,.0000746,0,.0000746,.0000746,0,0,0,0,0,0,0,0,0,6746,.0005929,0,.0001482,.0001482,0,.0001482,.0001482,0,0,0,0,0,0,0,0,0,6659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4515,.0002215,0,0,.0002215,0,0,0,0,0,0,0,0,0,0,0,0,3294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2408,.0008306,0,.0004153,0,0,0,.0004153,0,0,0,0,0,0,0,0,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,.000777,0,0,0,0,.000777,0,0,0,0,0,0,0,0,0,0
3700,"Lake Charles","Louisiana","LA",23418,.0008967,.0000427,.0002135,.0001708,.0000854,.0000854,0,.0002562,.0000854,0,0,0,0,0,.0000427,0,11775,.0014437,.0000849,.0003397,.0003397,.0001699,.0000849,0,.0004246,.0000849,0,0,0,0,0,.0000849,0,11642,.0003436,0,.0000859,0,0,.0000859,0,.0000859,.0000859,0,0,0,0,0,0,0,5486,.0001823,0,0,0,0,0,0,.0001823,0,0,0,0,0,0,0,0,5003,.0005996,0,0,0,.0001999,0,0,.0001999,.0001999,0,0,0,0,0,0,0,5026,.0005969,0,0,.0003979,0,0,0,.000199,0,0,0,0,0,0,0,0,4749,.0008423,.0002106,.0002106,0,0,.0002106,0,.0004211,0,0,0,0,0,0,.0002106,0,3154,.0031706,0,.0012682,.0006341,.0003171,.0003171,0,.0003171,.0003171,0,0,0,0,0,0,0
3800,"Lafayette","Louisiana","LA",39161,.0009448,.0000511,.0000255,.0002043,.0000511,.0000766,.0001532,.0003575,.0000766,0,0,0,0,0,0,.0000511,19507,.0016917,.0001025,.0000513,.0003588,.0000513,.0001025,.0003076,.0007177,.0001025,0,0,0,0,0,0,.0001025,19651,.0002036,0,0,.0000509,.0000509,.0000509,0,0,.0000509,0,0,0,0,0,0,0,11143,.000359,0,0,.0000897,0,.0000897,0,.0001795,0,0,0,0,0,0,0,0,8477,.0002359,0,0,.000118,0,0,.000118,0,0,0,0,0,0,0,0,0,7686,.001171,0,0,.0002602,.0001301,0,.0002602,.0003903,.0001301,0,0,0,0,0,0,0,6599,.0012123,.0001515,0,.0001515,0,0,.0003031,.0006062,.0001515,0,0,0,0,0,0,.0001515,5256,.0026636,.0001903,.0001903,.0005708,.0001903,.0003805,.0001903,.0009513,.0001903,0,0,0,0,0,0,.0001903
3901,"Monroe","Louisiana","LA",17884,.0006151,.0000559,.0000559,.0002237,.0000559,0,.0000559,.0002237,0,0,0,0,0,0,.0000559,0,8893,.0011245,.0001124,.0001124,.0004498,0,0,.0001124,.0004498,0,0,0,0,0,0,.0001124,0,8991,.0001112,0,0,0,.0001112,0,0,0,0,0,0,0,0,0,0,0,6653,.0001503,0,0,0,0,0,.0001503,0,0,0,0,0,0,0,0,0,3987,.0002508,0,0,.0002508,0,0,0,0,0,0,0,0,0,0,0,0,2959,.0013518,0,.000338,.0006759,0,0,0,.000338,0,0,0,0,0,0,0,0,2498,.0016013,.0004003,0,.0004003,.0004003,0,0,.0008006,0,0,0,0,0,0,.0004003,0,1787,.0005596,0,0,0,0,0,0,.0005596,0,0,0,0,0,0,0,0
3902,"Lake Providence","Louisiana","LA",1640,.0006098,0,.0006098,0,0,0,0,0,0,0,0,0,0,0,0,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,.0011779,0,.0011779,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Magnolia","Arkansas","AR",2303,.0008684,0,0,.0004342,0,0,0,0,.0004342,0,0,0,0,0,0,0,1167,.0017138,0,0,.0008569,0,0,0,0,.0008569,0,0,0,0,0,0,0,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,.0018051,0,0,0,0,0,0,0,.0018051,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4002,"Shreveport","Louisiana","LA",34528,.0006372,0,0,.0001448,.0000579,.000029,.0000869,.0002317,.0000869,0,0,0,0,0,0,0,17390,.0012076,0,0,.0002875,.000115,.0000575,.0001725,.00046,.000115,0,0,0,0,0,0,0,17130,.0000584,0,0,0,0,0,0,0,.0000584,0,0,0,0,0,0,0,11455,.0002619,0,0,.0000873,0,0,0,.0000873,.0000873,0,0,0,0,0,0,0,8067,.0002479,0,0,0,0,0,0,.0002479,0,0,0,0,0,0,0,0,6066,.0004946,0,0,0,0,0,0,.0003297,.0001649,0,0,0,0,0,0,0,5066,.0007896,0,0,.0001974,.0001974,0,.0001974,.0001974,0,0,0,0,0,0,0,0,3874,.0025813,0,0,.0007744,.0002581,.0002581,.0005163,.0005163,.0002581,0,0,0,0,0,0,0
4003,"Ruston","Louisiana","LA",4843,.0008259,.000413,.0002065,0,0,0,0,.0002065,.000413,0,0,0,0,0,0,.000413,2429,.0008234,0,.0004117,0,0,0,0,.0004117,0,0,0,0,0,0,0,0,2414,.0008285,.0008285,0,0,0,0,0,0,.0008285,0,0,0,0,0,0,.0008285,1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1163,.0008598,.0008598,0,0,0,0,0,0,.0008598,0,0,0,0,0,0,.0008598,911,.0010977,.0010977,0,0,0,0,0,0,.0010977,0,0,0,0,0,0,.0010977,742,.0013477,0,0,0,0,0,0,.0013477,0,0,0,0,0,0,0,0,545,.0018349,0,.0018349,0,0,0,0,0,0,0,0,0,0,0,0,0
4004,"Many","Louisiana","LA",1486,.0013459,0,0,0,0,.0006729,.0006729,0,0,0,0,0,0,0,0,0,741,.0026991,0,0,0,0,.0013495,.0013495,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,"Crossett","Arkansas","AR",1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
4102,"Pine Bluff","Arkansas","AR",11446,.0006116,0,0,.0003495,.0001747,.0000874,0,0,0,0,0,0,0,0,0,0,5769,.0006934,0,0,.00052,0,.0001733,0,0,0,0,0,0,0,0,0,0,5675,.0005286,0,0,.0001762,.0003524,0,0,0,0,0,0,0,0,0,0,0,3996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3071,.0003256,0,0,.0003256,0,0,0,0,0,0,0,0,0,0,0,0,2010,.0004975,0,0,.0004975,0,0,0,0,0,0,0,0,0,0,0,0,1492,.0020107,0,0,0,.0013405,.0006702,0,0,0,0,0,0,0,0,0,0,877,.0022805,0,0,.0022805,0,0,0,0,0,0,0,0,0,0,0,0
4103,"El Dorado","Arkansas","AR",6306,.0004757,.0001586,0,0,0,.0001586,0,.0001586,.0001586,0,0,0,0,0,0,.0001586,3257,.0009211,.000307,0,0,0,.000307,0,.000307,.000307,0,0,0,0,0,0,.000307,3049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,.0008097,.0008097,0,0,0,0,0,0,.0008097,0,0,0,0,0,0,.0008097,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,.0037736,0,0,0,0,.0018868,0,.0018868,0,0,0,0,0,0,0,0
4200,"Little Rock","Arkansas","AR",38748,.0008258,.0000516,.0000516,.0002839,.000129,.000129,.0000516,.0001548,.0000258,0,0,0,.0000258,0,.0000258,0,19544,.0014838,.0001023,.0001023,.0005117,.0002047,.0002558,.0001023,.0002558,.0000512,0,0,0,.0000512,0,.0000512,0,19202,.0001562,0,0,.0000521,.0000521,0,0,.0000521,0,0,0,0,0,0,0,0,8238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8861,.0002257,0,0,.0001129,0,.0001129,0,0,0,0,0,0,0,0,0,0,7862,.000636,0,.0001272,.0002544,.0001272,0,0,.0001272,0,0,0,0,0,0,0,0,7392,.0014881,.0001353,0,.0008117,.0002706,.0001353,.0001353,.0001353,0,0,0,0,.0001353,0,0,0,6395,.0021892,.0001564,.0001564,.0003127,.0003127,.0004691,.0001564,.0006255,.0001564,0,0,0,0,0,.0001564,0
4301,"Stuttgart","Arkansas","AR",2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
